Current_Partner,Former_Partner,When_Relationship_Start,When_Relationship_end,Relationship_end_Since,Reason_Relationship_end,Reason_Relationship_end_misc,Relationship_Problem_end_time,Relationship_Status,Relationship_Status_misc,Years_With_Partner,Number_Children,Age_Children,Youngest_Age_Children,Oldest_Age_Children,Highest_Education_Completed,Education_Impacted_By_Partner,Both_Physician_or_Student,Stay_at_home_parent,Small_Business_Owner,Contractor_Freelancer,Part_time_employment_<30_hours,Full_Time_Employment_30<,Volunteer,Student,Unemployed_looking_work,Work_Misc,Career_Impact_Partner,Life_Satisfaction,Stress_Factor_Lack_Time,Stress_Factor_Business,Stress_Factor_Work_Overload,Stress_Factor_Work_Issues_Home,Primary_Cause_Stress,Primary_Cause_Stress_misc,Family_Quality_Life,Mental_QoL,Physical_QoL,Emotional_QoL,Sexual_QoL,Overall_QoL,Time_Alone_Partner,Quality_Time_Partner,Partner_Tired_After,Partner_Irritable_After,Partner_Busy_Work_After,Partner_Work_No_Participation,Partner_Argue_Work_Time,Partner_Participant_Household_Activities,Pride_Medical_Family,Partner_Show_Appreciation,Sacrificses_Worthwhile,Partner_Time_Children,Children_3_Concerns,Children_Health_Conditions,Children_Mental_Conditions,Children_Discipline,Children_Effective_Comunication,Childreen_Screentime,Children_Academic_Performance,Children_Entitlement,Children_Friends,Children_Bullying,Children_Substances,Children_Self_Esteem,Children_Nutrition,Children_Sleep,Children_Physical_Image,Children_Extracurricular,Children_Body_Image,Children_Other,Community_Left_Out,Community_Unknwon,Community_Isolated,Community_Detached,Fullfilment_Individual,Fulfillment_as_Partner,Fulfillment_as_Parent,7_Days_Sleep_Quality,7_Days_Sleep_Refresh,7_Day_Sleep_Problem,7_Day_Problem_Fall_Asleep,Time_Moderate_Exercise,Time_Vigorous_Exercise,Time_Strength_Training,Frequency_Engage_Hobbies,Frequency_Relaxation_Techniques,Frequency_Draw_Religion,Frequency_Worship_Services,Participate_Counseling,Participate_Counseling_if_Problem,Participate_Individual_Counseling,Participate_Family_Counseling,Participate_Marriage_Enrichment,Participate_Physiciatric_Care,Participate_Support_Groups,Participate_Stress_Management,Participate_Addiction_Program,Participate_Life_Coaching,Participate_Pastoral,Participate_Support_Groups,Household_Annual_Salary,Household_Loan_End_Residency,Household_Loan_Current,Years_Post_residemcu,Alternative_Income,Education_Current_You,Satisfaction_Financial_Life,Frequency_Finance_Conflict,Frequency_Financial_Decision,Frequency_Savings_Decision,Frequency_Investment_Decision,Hours_Partner_Work,At_Call_Days_Per_Month,What is your physician partner's primary practice setting?,Number_Hospitals_Hired_Cumulative,Partner_Specialty,Partner_Specialty_Misc,Partner_Surgical_Specialty,Partner_Surgical_Specialty_Misc,Week_Vacation_Year,Frequency_Medical_Conference_Together,Frequency_Alone_Travel,Opinion_Workplace_Family_Supportive,Opinion_Workplace_Family_Supportive_Misc,Opinion_Partner_More_Effort,Opinion_Partner_More_Effort_Misc,Frequency_Thought_Breakup,Choose_Physician_Again,Choose_Partner_Again,Recommend_Physician_Career_Family,Age,Gender,Gender_Misc,Partner_Gender,Partner_Gender_Misc,Region_Country,Region_Other
Yes,,,,,,,,Married,,6-10 years,3,,2,4,"Some college, no degree",Not at all,,Yes,,,,,,,,,Negatively,75,Very stressful,Somewhat stressful,Very stressful,Somewhat stressful,parenting young children,,50,75,75,75,100,100,91-120 minutes,21-45 minutes,A few times a week,A few times a year or less,A few times a month,Always,Sometimes,Rarely,Sometimes,Rarely,Sometimes,45-59 minutes,not applicable,,,,,,,,,,,,,,,,,,Sometimes,Usually,Usually,Usually,Neither unfulfilled or fulfilled,Neither unfulfilled or fulfilled,Somewhat fulfilled,very poor,not at all,very much,quite a bit,<30 minutes per week,<30 minutes per week,none,Never,Never,Never,Never,I never have.,Would probably not go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,Married,,11-20 years,3,,5 weeks,5 years,"Master's degree (e.g. MA, MS, Med)",Not at all,,Yes,,,,,,,,,Negatively,75,Very stressful,Neither stressful or not stressful,Very stressful,Somewhat stressful,parenting young children,,74,80,70,79,55,73,21-45 minutes,61-90 minutes,A few times a week,A few times a week,Every day,Frequently,Sometimes,Sometimes,Sometimes,Always,Frequently,45-59 minutes,,,,discipline/behavior,effective communication,,,entitlement,,,,,,,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat fulfilled,Somewhat fulfilled,Somewhat fulfilled,poor,a little bit,quite a bit,somewhat,121-150 minutes per week,<30 minutes per week,none,2-3 times per month,Daily,Daily,Weekly,I never have.,Would definitely go,,,,,,,,,,,$200K-$299K,$100K-$199K,$1-$99K,1-5 years,No,,Satisfied,Rarely,Usually,,,60-69 hrs,7+,Hospital/Multi-physician group,1,family medicine,,,,3 weeks,Usually,Never,Neither agree nor disagree,,Strongly agree,Sick days rather than having to take his limited vacation days anytime he is sick. Paternity leave. More vacation time. Hiring more physicians or mid level providers so the work load is more spread out.,0,Maybe,Yes,No,36,Female,Woman,Male,Man,Northeast,
Yes,,,,,,,,Married,,11-20 years,4,,2,8,"Doctorate degree (e.g. PhD, EdD)",Negatively,,Yes,,,,,Volunteer,,,,Negatively,95,Somewhat stressful,Somewhat not stressful,Somewhat stressful,Not stressful at all,parenting young children,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,Married,,6-10 years,1,0,,,"Professional degree (e.g. JD, MD, DO, MBBS)",Negatively,Yes,,,,,Yes,,Student,,,Negatively,71,Very stressful,Neither stressful or not stressful,Very stressful,Somewhat stressful,lack of time,,59,52,34,42,19,70,46-60 minutes,<20 minutes,Every day,A few times a week,Once a week,Frequently,Sometimes,Frequently,Frequently,Frequently,Sometimes,20-44 minutes,,,mental and emotional needs,,effective communication,,,,,,,,nutrition/diet,,,,,,Sometimes,Rarely,Sometimes,Sometimes,Somewhat fulfilled,Neither unfulfilled or fulfilled,Somewhat unfulfilled,poor,not at all,quite a bit,somewhat,61-120 minutes per week,30-60 minutes per week,none,Seldom,Seldom,Weekly,2-3 times per month,"Yes, I did in the past.",Would probably go,Individual counseling or therapy,Marriage or family counseling,,Psychiatric care,,,,,,,$100K-$199K,$300K-$399K,$200K-$299K,0,No,4th year medical school (MS4),Dissatisfied,Sometimes,Always,,,>90 hours,5,"Not in practice, resident",0,pediatrics or related specialty,,,,3 weeks,Never,Never,Disagree,,Strongly agree,On site childcare ,8,Yes,Yes,Maybe,,Female,Woman,Male,Man,Midwest,
Yes,,,,,,,,Married,,6-10 years,3,,1,6,"Bachelor's degree (e.g. BA, BS)",Not at all,,Yes,,,,,,,,,Not at all,99,Somewhat stressful,Not stressful at all,Somewhat stressful,Neither stressful or not stressful,finances,,98,93,90,91,99,97,>120 minutes,>120 minutes,A few times a month,A few times a month,A few times a week,Frequently,Sometimes,Always,Always,Always,Always,60-89 minutes,,,mental and emotional needs,,,,,,,,,,,sleep habits,,,,Giving equal attention to each kid,Sometimes,Sometimes,Sometimes,Rarely,Somewhat fulfilled,Very fulfilled,Very fulfilled,fair,somewhat,a little bit,not at all,61-120 minutes per week,30-60 minutes per week,four times per week or more,Seldom,Never,Daily,Weekly,I never have.,Would probably not go,,,,,,,,,,,$50K-$99K,$100K-$199K,$100K-$199K,0,No,2nd year residency (PGY2),Neither satisfied nor dissatisfied,Rarely,Usually,,,80-89 hrs,5,Hospital/Multi-physician group,0,family medicine,,,,2 weeks,Never,Never,Neither agree nor disagree,,Agree,Being more flexible with big life/family events. ,0,Yes,Yes,Maybe,26,Female,Woman,Male,Man,Southwest,
Yes,,,,,,,,Other (please specify),Separated ,11-20 years,3,,8,14,"Bachelor's degree (e.g. BA, BS)",Negatively,,Yes,,,,,,,,,Negatively,32,Very stressful,Very stressful,Very stressful,Very stressful,isolation from friends and family,,43,54,78,33,11,42,21-45 minutes,61-90 minutes,Every day,A few times a week,A few times a week,Always,Always,Rarely,Sometimes,Never,Rarely,20-44 minutes,,,,,effective communication,screen time,,,,,,self-esteem/confidence,,,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat unfulfilled,Somewhat unfulfilled,Somewhat fulfilled,fair,somewhat,somewhat,a little bit,<30 minutes per week,<30 minutes per week,none,Seldom,Never,Seldom,Never,I never have.,Would probably go,,,,,,,,,,,$300K-$399K,$100K-$199K,$0 ,1-5 years,Yes,,Neither satisfied nor dissatisfied,Usually,Never,I do.,My spouse/partner does.,40-49 hrs,6,Hospital/Multi-physician group,1,obstetrics and gynecology,,,,4 weeks,Never,Never,Neither agree nor disagree,,Strongly agree,,93,No,No,No,42,Female,Woman,Male,Man,Pacific,
Yes,,,,,,,,Married,,>20 years,2,,42,44,"Bachelor's degree (e.g. BA, BS)",Positively,,,Yes,,,,Volunteer,,,,Positively,,Neither stressful or not stressful,Neither stressful or not stressful,Neither stressful or not stressful,Neither stressful or not stressful,lack of time,,98,97,73,80,64,94,91-120 minutes,46-60 minutes,A few times a year or less,A few times a year or less,Once a month or less,Rarely,Never,Frequently,Always,Always,Always,0-19 minutes,,,mental and emotional needs,,effective communication,,,,,,,,nutrition/diet,,,,,,Never,Never,Never,Never,Very fulfilled,Very fulfilled,Very fulfilled,very good,very much,not at all,not at all,<30 minutes per week,<30 minutes per week,none,Monthly,Never,3-5 times per week,2-3 times per month,I never have.,Would probably go,,,,,,,,,,,$500K-$599K,$0 ,$0 ,1-5 years,Yes,,Very satisfied,Rarely,Always,,,40-49 hrs,0,Private practice,2,internal medicine or related specialty,,,,4 weeks,Sometimes,Several times a year,Strongly agree,Patients appreciate my husband.,Strongly agree,No changes needed.,0,Yes,Yes,Yes,76,Female,Woman,Male,Man,Mountain West,
Yes,,,,,,,,Married,,>20 years,3,,41,45,"Bachelor's degree (e.g. BA, BS)",Not at all,,,,,,,Volunteer,,,Retired,Positively,100,Very stressful,Very stressful,Somewhat stressful,Somewhat stressful,health issues,,57,65,76,64,0,74,,91-120 minutes,,A few times a week,,Frequently,Rarely,Rarely,Frequently,Sometimes,Frequently,Not applicable,,,mental and emotional needs,,,,,,,,,self-esteem/confidence,,,,,body image,,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat fulfilled,Somewhat unfulfilled,Neither unfulfilled or fulfilled,good,a little bit,somewhat,not at all,61-120 minutes per week,<30 minutes per week,twice per week,Weekly,3-5 times per week,Seldom,Never,"Yes, I did in the past.",Would definitely go,Individual counseling or therapy,Marriage or family counseling,,,,,,,,,$100K-$199K,$0 ,$0 ,31+ years,Yes,,Very satisfied,Rarely,Usually,,,,,"Not in practice, or retired",1,internal medicine or related specialty,,,,5 weeks,Sometimes,,Disagree,,Strongly agree,Kindness & respect to each other as partners in a business,54,Maybe,Maybe,No,,,,,,,
Yes,,,,,,,,Married,,6-10 years,3,,2,6,"Bachelor's degree (e.g. BA, BS)",Not at all,,Yes,,,,,,,,,Not at all,75,Very stressful,Neither stressful or not stressful,Very stressful,Somewhat stressful,household management,,76,65,65,65,35,65,46-60 minutes,61-90 minutes,A few times a week,A few times a week,Once a week,Frequently,Rarely,Frequently,Always,Rarely,Sometimes,45-59 minutes,,,,discipline/behavior,effective communication,,,entitlement,,,,,,,,,,,Sometimes,Always,Sometimes,Sometimes,Somewhat fulfilled,Somewhat unfulfilled,Very fulfilled,fair,a little bit,quite a bit,not at all,<30 minutes per week,<30 minutes per week,none,2-3 times per month,Seldom,Weekly,Weekly,"Yes, I did in the past.",Would probably go,,Marriage or family counseling,,,,,,,,,$50K-$99K,$300K-$399K,$300K-$399K,0,No,2nd year residency (PGY2),Neither satisfied nor dissatisfied,Sometimes,Usually,,,50-59 hrs,7+,"Not in practice, resident",0,physical medicine and rehabilitation,,,,3 weeks,Never,Never,Neither agree nor disagree,,Strongly agree,"Willingness to accommodate absences for family reasons, like appointments, birthdays, school events. My resident husband does not have any â€˜personalâ€™ days, so he would have to use vacation or sick days if he wanted to get time off for family reasons. This really takes away from his overall wellness because he is extremely frustrated by not being able to be with his family for important events.   Even just acknowledging spouses/families and their support of these doctors would be wonderful. ",35,Maybe,Maybe,No,,,,,,,
No,Yes,University - Undergratduate,Residency/Fellowship,5+ years,Infidelity or extramarital affair (theirs),,1-2 years,Divorced,,11-20 years,2,,7,9,"Bachelor's degree (e.g. BA, BS)",Negatively,,,,,Yes,,,,,,Negatively,60,Somewhat stressful,Not stressful at all,Somewhat stressful,Somewhat stressful,parenting young children,,70,56,72,62,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,Married,,11-20 years,0,,,,"Master's degree (e.g. MA, MS, Med)",Negatively,,,,,,Yes,,,,,Negatively,58,Very stressful,Neither stressful or not stressful,Somewhat stressful,Very stressful,balancing my career with a physician partner,,47,47,66,64,37,52,61-90 minutes,21-45 minutes,A few times a month,A few times a week,Once a week,Frequently,Frequently,Sometimes,Never,Rarely,Sometimes,Not applicable,,,,,,,,,,,,,,,,,,,Usually,Usually,Sometimes,Sometimes,Somewhat fulfilled,Somewhat unfulfilled,,fair,somewhat,a little bit,somewhat,30-60 minutes per week,<30 minutes per week,none,3-5 times per week,2-3 times per month,Never,Never,"Yes, 1-2 times each month.",Would probably go,Individual counseling or therapy,,,Psychiatric care,,,,,,,$100K-$199K,$400K-$499K,$400K-$499K,0,No,3rd year residency (PGY3),Neither satisfied nor dissatisfied,Sometimes,Sometimes,My spouse/partner does.,I do.,70-79 hrs,0,Hospital/Multi-physician group,0,internal medicine or related specialty,,,,3 weeks,Never,Twice a year,Neither agree nor disagree,,Agree,More flexibility for life events. Not every event can be planned a year ahead. ,21,No,Yes,No,28,Female,Woman,Female,Woman,Northeast,
No,Yes,University - Undergratduate,Early Career (0-10 years),5+ years,Infidelity or extramarital affair (theirs),,1-2 years,Divorced,,11-20 years,4,,11,18,"Master's degree (e.g. MA, MS, Med)",Not at all,,Yes,Yes,,,,Volunteer,,,,Not at all,80,Very stressful,Neither stressful or not stressful,Somewhat stressful,Very stressful,parenting teenagers,,84,75,85,71,80,80,61-90 minutes,21-45 minutes,A few times a week,A few times a week,A few times a week,Frequently,Frequently,Rarely,Sometimes,Sometimes,Rarely,20-44 minutes,,,,,,screen time,,,,bullying,,,,,,,body image,,Usually,Sometimes,Sometimes,Sometimes,Somewhat fulfilled,Somewhat fulfilled,Somewhat fulfilled,poor,a little bit,quite a bit,somewhat,>150 minutes per week (e.g. 2 1/2 hrs),>150 minutes per week (e.g. 2 1/2 hrs),three times per week,Monthly,Seldom,Daily,Weekly,"Yes, I did in the past.",Would probably go,Individual counseling or therapy,,,,,,,,,,$200K-$299K,$0 ,$0 ,6-10 years,No,,Dissatisfied,Sometimes,Sometimes,My spouse/partner does.,My spouse/partner does.,60-69 hrs,2,Hospital/Multi-physician group,2,family medicine,,,,2 weeks,Sometimes,Every other year,Neither agree nor disagree,,Neither agree nor disagree,,,,,,43,Female,Woman,Male,Man,Mountain West,
No,Yes,University - Undergratduate,Early Career (0-10 years),1-2 years,Infidelity or extramarital affair (theirs),,5+ years,Divorced,,11-20 years,3,,7,13,"Master's degree (e.g. MA, MS, Med)",Negatively,,Yes,Yes,Yes,,Yes,,,,,Negatively,24,Somewhat stressful,Somewhat stressful,Somewhat stressful,Very stressful,marital issues,,41,33,74,12,,51,46-60 minutes,<20 minutes,Every day,Every day,Every day,Frequently,Frequently,Rarely,Sometimes,Rarely,Sometimes,20-44 minutes,,,mental and emotional needs,discipline/behavior,,,,,,,,,,,,extra-curricular activities,,,Usually,Usually,Usually,Usually,Somewhat unfulfilled,Not fulfilled at all,Somewhat fulfilled,good,somewhat,a little bit,a little bit,>150 minutes per week (e.g. 2 1/2 hrs),>150 minutes per week (e.g. 2 1/2 hrs),once per week,Weekly,Seldom,Daily,Weekly,"Yes, 1-2 times each month.",Would probably go,Individual counseling or therapy,Marriage or family counseling,,,,,,,Pastoral,,$300K-$399K,$300K-$399K,$200K-$299K,11-15 years,No,,Neither satisfied nor dissatisfied,Rarely,Rarely,I do.,I do.,>90 hours,7+,Hospital/Multi-physician group,4+,family medicine,,,,2 weeks,Rarely,Never,Disagree,,Neither agree nor disagree,,,,,,40,Female,Woman,Male,Man,Southeast,
Yes,,,,,,,,Married,,11-20 years,2,,10,12,"Master's degree (e.g. MA, MS, Med)",Not at all,,Yes,Yes,,,,Volunteer,,,,Negatively,80,Somewhat stressful,Somewhat stressful,Neither stressful or not stressful,Neither stressful or not stressful,lack of time,,81,72,87,86,75,82,46-60 minutes,61-90 minutes,Once a month or less,Once a month or less,Once a month or less,Sometimes,Sometimes,Frequently,Sometimes,Frequently,Sometimes,20-44 minutes,,,mental and emotional needs,discipline/behavior,,,,,,,,self-esteem/confidence,,,,,,,Rarely,Rarely,Sometimes,Rarely,Somewhat fulfilled,Neither unfulfilled or fulfilled,Neither unfulfilled or fulfilled,fair,somewhat,somewhat,a little bit,30-60 minutes per week,<30 minutes per week,once per week,Weekly,Weekly,Monthly,Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes,,,,,,,,Married,,11-20 years,4,,11 months,11 years,"Bachelor's degree (e.g. BA, BS)",Negatively,,Yes,,,,,,,,,Negatively,75,Somewhat stressful,Somewhat stressful,Somewhat stressful,Somewhat stressful,household management,,90,81,72,80,90,86,46-60 minutes,21-45 minutes,Once a week,A few times a month,A few times a week,Sometimes,Rarely,Frequently,Frequently,Sometimes,Frequently,20-44 minutes,,,,discipline/behavior,,screen time,,entitlement,,,,,,,,,,,Sometimes,Sometimes,Sometimes,Usually,Somewhat fulfilled,Somewhat fulfilled,Somewhat fulfilled,fair,somewhat,somewhat,somewhat,30-60 minutes per week,<30 minutes per week,none,3-5 times per week,Seldom,Weekly,Weekly,"Yes, I did in the past.",Would definitely go,Individual counseling or therapy,Marriage or family counseling,,,,,,,,,$300K-$399K,$100K-$199K,$100K-$199K,1-5 years,No,,Satisfied,Sometimes,Usually,,,50-59 hrs,0,Hospital/Multi-physician group,1,emergency medicine,,,,3 weeks,Sometimes,Yearly,Disagree,,Strongly agree,Better scheduling. My husband will have a schedule that is all over the place where heâ€™s switching between nights & days. He will also get scheduled back to back long shift days. ,50,Maybe,Maybe,Maybe,,,,,,,
Yes,,,,,,,,Married,,>20 years,4,,11,26,"Some college, no degree",Negatively,,Yes,,,,,,,,,Negatively,71,Somewhat stressful,Very stressful,Somewhat stressful,Very stressful,isolation from friends and family,,73,76,74,76,44,81,21-45 minutes,21-45 minutes,A few times a week,Once a week,A few times a week,Frequently,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,0-19 minutes,,medical/health conditions,mental and emotional needs,,,,academic performance,,,,,,,,,,,,Sometimes,Usually,Usually,Sometimes,Somewhat fulfilled,Somewhat fulfilled,Very fulfilled,poor,somewhat,quite a bit,somewhat,<30 minutes per week,<30 minutes per week,none,Daily,Daily,3-5 times per week,Seldom,"Yes, I did in the past.",Would probably go,Individual counseling or therapy,,,Psychiatric care,,Stress management,,,Pastoral,,$200K-$299K,$400K-$499K,$1-$99K,6-10 years,Yes,,Neither satisfied nor dissatisfied,Sometimes,Usually,,,50-59 hrs,6,Active Military,3,radiology,,,,4 weeks,Never,Never,Strongly disagree,,Agree,For more support for families,34,Maybe,Yes,Maybe,46,Female,Woman,Male,Man,Northeast,
Yes,,,,,,,,Married,,6-10 years,0,,,,"Professional degree (e.g. JD, MD, DO, MBBS)",Negatively,No,,,,,Yes,,,,,Negatively,80,Somewhat stressful,Neither stressful or not stressful,Somewhat stressful,Somewhat stressful,lack of time,,78,74,80,79,78,79,>120 minutes,>120 minutes,A few times a month,A few times a month,Once a week,Sometimes,Never,Frequently,Never,Always,Always,Not applicable,not applicable,,,,,,,,,,,,,,,,,,Sometimes,Sometimes,Sometimes,Sometimes,Somewhat fulfilled,Very fulfilled,,fair,somewhat,quite a bit,quite a bit,61-120 minutes per week,30-60 minutes per week,once per week,3-5 times per week,Seldom,Never,Seldom,"Yes, I did in the past.",Would definitely go,Individual counseling or therapy,,,,,,,,,,$300K-$399K,$0 ,$0 ,0,No,3rd year residency (PGY3),Very satisfied,Rarely,Always,,,60-69 hrs,4,"Not in practice, resident",0,internal medicine or related specialty,,,,3 weeks,Never,Several times a year,Agree,Significant others are always invited to events sponsored by the program.   ,Strongly agree,Additional support (mental) for residents. ,,Yes,Yes,Maybe,30,Male,Man,Female,Woman,Midwest,
Yes,,,,,,,,Married,,11-20 years,3,,7 months,6,"Professional degree (e.g. JD, MD, DO, MBBS)",Negatively,No,Yes,,,,,,,,,Negatively,68,Very stressful,Not stressful at all,Somewhat stressful,Somewhat stressful,finances,,61,45,51,42,46,67,21-45 minutes,<20 minutes,A few times a week,Every day,A few times a week,Frequently,Rarely,Sometimes,Sometimes,Frequently,Sometimes,0-19 minutes,,,mental and emotional needs,,effective communication,,,,friends,,,,,,,,,,Rarely,Sometimes,Sometimes,Rarely,Somewhat unfulfilled,Somewhat fulfilled,Somewhat fulfilled,poor,a little bit,somewhat,not at all,30-60 minutes per week,<30 minutes per week,none,Seldom,Seldom,Daily,Weekly,"Yes, 1-2 times each month.",Would probably not go,,Marriage or family counseling,,,,,,,,,$50K-$99K,$300K-$399K,$300K-$399K,0,No,Intern (PGY1),Satisfied,Never,Always,,,>90 hours,4,"Not in practice, resident",0,Other (please specify),Interventional radiology ,,,3 weeks,Never,Never,Agree,"Time off given when child was sick, generous paternity leave",Neither agree nor disagree,,,,,,,,,,,,
Yes,,,,,,,,Married,,>20 years,1,18,,,"Master's degree (e.g. MA, MS, Med)",Not at all,,Yes,,,,,,,,,Negatively,85,Somewhat stressful,Somewhat stressful,Somewhat stressful,Somewhat stressful,parenting teenagers,,80,63,80,59,70,85,61-90 minutes,46-60 minutes,A few times a week,A few times a week,Every day,Sometimes,Rarely,Sometimes,Frequently,Always,Frequently,0-19 minutes,,,mental and emotional needs,,,,,,,bullying,,,,sleep habits,,,,,Sometimes,Sometimes,Rarely,Sometimes,Somewhat fulfilled,Somewhat fulfilled,Very fulfilled,fair,a little bit,somewhat,not at all,<30 minutes per week,<30 minutes per week,once per week,3-5 times per week,Seldom,Daily,Weekly,"Yes, I did in the past.",Would definitely go,Individual counseling or therapy,,,,,,,,,,$400K-$499K,$1-$99K,$0 ,16-20 years,Yes,,Very satisfied,Never,Always,,,60-69 hrs,5,Hospital/Multi-physician group,2,pediatrics or related specialty,,,,3 weeks,Rarely,Every other year,Disagree,,Agree,Find ways to reduce the number of hours my spouse works ,0,Yes,Yes,No,47,Female,Woman,Male,Man,Northeast,
Yes,,,,,,,,Married,,11-20 years,1,1,,,"Bachelor's degree (e.g. BA, BS)",Not at all,,,,,,Yes,,,,,Negatively,81,Very stressful,Somewhat stressful,Very stressful,Neither stressful or not stressful,lack of time,,68,89,91,95,48,80,91-120 minutes,91-120 minutes,Once a month or less,A few times a month,A few times a month,Frequently,Rarely,Frequently,Frequently,Always,Frequently,0-19 minutes,,,,discipline/behavior,effective communication,,,,,,,self-esteem/confidence,,,,,,,Rarely,Never,Rarely,Rarely,Very fulfilled,Very fulfilled,Very fulfilled,very good,very much,not at all,not at all,30-60 minutes per week,61-120 minutes per week,three times per week,Weekly,Seldom,Never,Never,"Yes, I did in the past.",Would definitely go,Individual counseling or therapy,,,Psychiatric care,Support group,,,,,,$200K-$299K,$100K-$199K,$100K-$199K,0,No,6th year residency (PGY6),Dissatisfied,Rarely,Sometimes,I do.,I do.,70-79 hrs,7+,Hospital/Multi-physician group,0,surgical specialty,,Orthopaedic,,0,Sometimes,Yearly,Disagree,,Strongly agree,"Dedicated vacation time, understanding about childcare, flexibility with work hours ",0,Maybe,Yes,No,,,,,,,
